sweep,filename,rpot_ohm,rpot_residual_pct,max_v
back,trace1.csv,2.7,0.33,6.534802
back,trace1.csv,2.7,0.33,6.53978
back,trace1.csv,2.7,0.33,6.524845
back,trace1.csv,2.7,0.33,6.529076
back,trace1.csv,2.7,0.33,6.578612
back,trace1.csv,2.7,0.33,6.51439
back,trace1.csv,2.7,0.33,6.510905
back,trace1.csv,2.7,0.33,6.520364
back,trace1.csv,2.7,0.33,6.526338
back,trace1.csv,2.7,0.33,6.515137
back,trace1.csv,2.7,0.33,6.530321
back,trace1.csv,2.7,0.33,6.506922
back,trace1.csv,2.7,0.33,6.532063
back,trace1.csv,2.7,0.33,6.521858
back,trace1.csv,2.7,0.33,6.516879
back,trace1.csv,2.7,0.33,6.522355
back,trace1.csv,2.7,0.33,6.515883
back,trace1.csv,2.7,0.33,6.519119
back,trace1.csv,2.7,0.33,6.515137
back,trace1.csv,2.7,0.33,6.534304
back,trace1.csv,2.7,0.33,6.534802
back,trace1.csv,2.7,0.33,6.519866
back,trace1.csv,2.7,0.33,6.523849
back,trace1.csv,2.7,0.33,6.527832
back,trace1.csv,2.7,0.33,6.518373
back,trace1.csv,2.7,0.33,6.505678
back,trace1.csv,2.7,0.33,6.5236
back,trace1.csv,2.7,0.33,6.531068
back,trace1.csv,2.7,0.33,6.525591
back,trace1.csv,2.7,0.33,6.528827
back,trace1.csv,2.7,0.33,6.522853
back,trace1.csv,2.7,0.33,6.508665
back,trace1.csv,2.7,0.33,6.525343
back,trace1.csv,2.7,0.33,6.509909
back,trace1.csv,2.7,0.33,6.543265
back,trace1.csv,2.7,0.33,6.523849
back,trace1.csv,2.7,0.33,6.516132
back,trace1.csv,2.7,0.33,6.520862
back,trace1.csv,2.7,0.33,6.554218
back,trace1.csv,2.7,0.33,6.545505
back,trace1.csv,2.7,0.33,6.505678
back,trace1.csv,2.7,0.33,6.510656
back,trace1.csv,2.7,0.33,6.5236
back,trace1.csv,2.7,0.33,6.546252
back,trace1.csv,2.7,0.33,6.539531
back,trace1.csv,2.7,0.33,6.508665
back,trace1.csv,2.7,0.33,6.520364
back,trace1.csv,2.7,0.33,6.527583
back,trace1.csv,2.7,0.33,6.54202
back,trace1.csv,2.7,0.33,6.522107
back,trace1.csv,2.7,0.33,6.517626
back,trace1.csv,2.7,0.33,6.541025
back,trace1.csv,2.7,0.33,6.510656
back,trace1.csv,2.7,0.33,6.528579
back,trace1.csv,2.7,0.33,6.520613
back,trace1.csv,2.7,0.33,6.523849
back,trace1.csv,2.7,0.33,6.541274
back,trace1.csv,2.7,0.33,6.548492
back,trace1.csv,2.7,0.33,6.536046
back,trace1.csv,2.7,0.33,6.510656
back,trace1.csv,2.7,0.33,6.5236
back,trace1.csv,2.7,0.33,6.519119
back,trace1.csv,2.7,0.33,6.510158
back,trace1.csv,2.7,0.33,6.513145
back,trace1.csv,2.7,0.33,6.550235
back,trace1.csv,2.7,0.33,6.537789
back,trace1.csv,2.7,0.33,6.515883
back,trace1.csv,2.7,0.33,6.505678
back,trace1.csv,2.7,0.33,6.520862
back,trace1.csv,2.7,0.33,6.514639
back,trace1.csv,2.7,0.33,6.51439
back,trace1.csv,2.7,0.33,6.539282
back,trace1.csv,2.7,0.33,6.519866
back,trace1.csv,2.7,0.33,6.529574
back,trace1.csv,2.7,0.33,6.530819
back,trace1.csv,2.7,0.33,6.505678
back,trace1.csv,2.7,0.33,6.508665
back,trace1.csv,2.7,0.33,6.522853
back,trace1.csv,2.7,0.33,6.543514
back,trace1.csv,2.7,0.33,6.527085
back,trace1.csv,2.7,0.33,6.520862
back,trace1.csv,2.7,0.33,6.532561
back,trace1.csv,2.7,0.33,6.524845
back,trace1.csv,2.7,0.33,6.527334
back,trace1.csv,2.7,0.33,6.508665
back,trace1.csv,2.7,0.33,6.540029
back,trace1.csv,2.7,0.33,6.510905
back,trace1.csv,2.7,0.33,6.513145
back,trace1.csv,2.7,0.33,6.549737
back,trace1.csv,2.7,0.33,6.516132
back,trace1.csv,2.7,0.33,6.550733
back,trace1.csv,2.7,0.33,6.525094
back,trace1.csv,2.7,0.33,6.520364
back,trace1.csv,2.7,0.33,6.533806
back,trace1.csv,2.7,0.33,6.520613
back,trace1.csv,2.7,0.33,6.527085
back,trace1.csv,2.7,0.33,6.515883
back,trace1.csv,2.7,0.33,6.542518
back,trace1.csv,2.7,0.33,6.529076
back,trace1.csv,2.7,0.33,6.531068
back,trace1.csv,2.7,0.33,6.513643
back,trace1.csv,2.7,0.33,6.536295
back,trace1.csv,2.7,0.33,6.520862
back,trace1.csv,2.7,0.33,6.544759
back,trace1.csv,2.7,0.33,6.516879
back,trace1.csv,2.7,0.33,6.525094
back,trace1.csv,2.7,0.33,6.536544
back,trace1.csv,2.7,0.33,6.511901
back,trace1.csv,2.7,0.33,6.535299
back,trace1.csv,2.7,0.33,6.532063
back,trace1.csv,2.7,0.33,6.535299
back,trace1.csv,2.7,0.33,6.527334
back,trace1.csv,2.7,0.33,6.531068
back,trace1.csv,2.7,0.33,6.52584
back,trace1.csv,2.7,0.33,6.525094
back,trace1.csv,2.7,0.33,6.533308
back,trace1.csv,2.7,0.33,6.534304
back,trace1.csv,2.7,0.33,6.534802
back,trace1.csv,2.7,0.33,6.541274
back,trace1.csv,2.7,0.33,6.522355
back,trace1.csv,2.7,0.33,6.535797
back,trace1.csv,2.7,0.33,6.527334
back,trace1.csv,2.7,0.33,6.500201
back,trace1.csv,2.7,0.33,6.531068
back,trace1.csv,2.7,0.33,6.517377
back,trace1.csv,2.7,0.33,6.544759
back,trace1.csv,2.7,0.33,6.514888
back,trace1.csv,2.7,0.33,6.535548
back,trace1.csv,2.7,0.33,6.510905
back,trace1.csv,2.7,0.33,6.51439
back,trace1.csv,2.7,0.33,6.531317
